Borough,City,Latitude,Longitude,Neighborhood,Postal Code
Central Toronto,Toronto,43.7127511,-79.3901975,Davisville North,M4P
Central Toronto,Toronto,43.6969476,-79.41130720000001,Forest Hill North & West,M5P
West Toronto,Toronto,43.6616083,-79.46476329999999,"High Park, The Junction South",M6P
Etobicoke,Toronto,43.696319,-79.53224240000002,Westmount,M9P
Scarborough,Toronto,43.750071500000004,-79.2958491,"Wexford, Maryvale",M1R
North York,Toronto,43.7827364,-79.4422593,Willowdale,M2R
Central Toronto,Toronto,43.7153834,-79.40567840000001,North Toronto West,M4R
Central Toronto,Toronto,43.6727097,-79.40567840000001,"The Annex, North Midtown, Yorkville",M5R
West Toronto,Toronto,43.6489597,-79.456325,"Parkdale, Roncesvalles",M6R
Mississauga,Toronto,43.6369656,-79.61581899999999,Canada Post Gateway Processing Centre,M7R
Etobicoke,Toronto,43.6889054,-79.55472440000001,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",M9R
Scarborough,Toronto,43.7942003,-79.26202940000002,Agincourt,M1S
Central Toronto,Toronto,43.7043244,-79.3887901,Davisville,M4S
Downtown Toronto,Toronto,43.6626956,-79.4000493,"University of Toronto, Harbord",M5S
West Toronto,Toronto,43.6515706,-79.4844499,"Runnymede, Swansea",M6S
Scarborough,Toronto,43.7816375,-79.3043021,"Clarks Corners, Tam O'Shanter, Sullivan",M1T
Central Toronto,Toronto,43.6895743,-79.38315990000001,"Moore Park, Summerhill East",M4T
Downtown Toronto,Toronto,43.6532057,-79.4000493,"Kensington Market, Chinatown, Grange Park",M5T
Scarborough,Toronto,43.8152522,-79.2845772,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V
Central Toronto,Toronto,43.68641229999999,-79.4000493,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",M4V
Downtown Toronto,Toronto,43.6289467,-79.3944199,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V
Etobicoke,Toronto,43.6056466,-79.50132070000001,"New Toronto, Mimico South, Humber Bay Shores",M8V
Etobicoke,Toronto,43.739416399999996,-79.5884369,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",M9V
Scarborough,Toronto,43.799525200000005,-79.3183887,"Steeles West, L'Amoreaux West",M1W
Downtown Toronto,Toronto,43.6795626,-79.37752940000001,Rosedale,M4W
Downtown Toronto,Toronto,43.6464352,-79.37484599999999,Stn A PO Boxes,M5W
Etobicoke,Toronto,43.60241370000001,-79.54348409999999,"Alderwood, Long Branch",M8W
Etobicoke,Toronto,43.706748299999994,-79.5940544,Northwest,M9W
Scarborough,Toronto,43.836124700000006,-79.20563609999999,Upper Rouge,M1X
Downtown Toronto,Toronto,43.667967,-79.3676753,"St. James Town, Cabbagetown",M4X
Downtown Toronto,Toronto,43.6484292,-79.3822802,"First Canadian Place, Underground city",M5X
Etobicoke,Toronto,43.653653600000005,-79.5069436,"The Kingsway, Montgomery Road, Old Mill North",M8X
Downtown Toronto,Toronto,43.6658599,-79.38315990000001,Church and Wellesley,M4Y
East Toronto,Toronto,43.6627439,-79.321558,Business reply mail Processing Centre,M7Y
Etobicoke,Toronto,43.6362579,-79.49850909999999,"Old Mill South, King's Mill Park, Sunnylea, Humber Bay, Mimico NE, The Queensway East, Royal York South East, Kingsway Park South East",M8Y
Etobicoke,Toronto,43.6288408,-79.52099940000001,"Mimico NW, The Queensway West, South of Bloor, Kingsway Park South West, Royal York South West",M8Z
